Species 1,Species 2,Dist,Std. Err
AB009944 Staphylococcus pasteuri,MT671558 Staphylococcus caledonicus,0.0142122966,0.0035779837
L37603 Staphylococcus warneri,MT671558 Staphylococcus caledonicus,0.0172130739,0.0039335792
FJ389206 Staphylococcus devriesei,MT671558 Staphylococcus caledonicus,0.0017605399,0.0011841963
AB009938 Staphylococcus delphini,AB009941 Staphylococcus lugdunensis,0.0252551885,0.0039817147
AJ780976 Staphylococcus pseudintermedius,AB009941 Staphylococcus lugdunensis,0.0245520320,0.0040536386
CAIB01000045 Staphylococcus intermedius,AB009941 Staphylococcus lugdunensis,0.0231423024,0.0038812700
FXUZ01000000 Staphylococcus cornubiensis,AB009941 Staphylococcus lugdunensis,0.0238602972,0.0040366708
KY019172 Staphylococcus ursi,AB009941 Staphylococcus lugdunensis,0.0238314317,0.0038496927
X84731 Staphylococcus lutrae,AB009941 Staphylococcus lugdunensis,0.0249107019,0.0042122648
HM484980 Staphylococcus agnetis,AB009941 Staphylococcus lugdunensis,0.0253201239,0.0041047939
CP008747 Staphylococcus hyicus,AB009941 Staphylococcus lugdunensis,0.0238591283,0.0039414207
D83360 Staphylococcus chromogenes,AB009941 Staphylococcus lugdunensis,0.0234463952,0.0039598611
S83568 Staphylococcus schleiferi subsp. schleiferi,AB009941 Staphylococcus lugdunensis,0.0255896062,0.0039704459
AB009945 Staphylococcus coagulans,AB009941 Staphylococcus lugdunensis,0.0238663692,0.0037518418
D83364 Staphylococcus felis,AB009941 Staphylococcus lugdunensis,0.0248692740,0.0040501712
MT442037 Staphylococcus canis,AB009941 Staphylococcus lugdunensis,0.0165463491,0.0036325739
EU888120 Staphylococcus microti,AB009941 Staphylococcus lugdunensis,0.0221159434,0.0036229302
FM242137 Staphylococcus rostri,AB009941 Staphylococcus lugdunensis,0.0274900813,0.0041515020
FR733703 Staphylococcus muscae,AB009941 Staphylococcus lugdunensis,0.0212148695,0.0036890524
D83358 Staphylococcus auricularis,AB009941 Staphylococcus lugdunensis,0.0157805234,0.0031925163
AB233329 Staphylococcus carnosus subsp. utilis,AB009941 Staphylococcus lugdunensis,0.0302786241,0.0043669829
EU727181 Staphylococcus carnosus subsp. carnosus,AB009941 Staphylococcus lugdunensis,0.0252846267,0.0039079603
Y15750 Staphylococcus condimenti,AB009941 Staphylococcus lugdunensis,0.0253192299,0.0039244241
Y15754 Staphylococcus piscifermentans,AB009941 Staphylococcus lugdunensis,0.0253391189,0.0039925369
MK121623 Staphylococcus debuckii,AB009941 Staphylococcus lugdunensis,0.0259772843,0.0038764889
D83373 Staphylococcus simulans,AB009941 Staphylococcus lugdunensis,0.0313178113,0.0045081350
EU707796 Staphylococcus massiliensis,AB009941 Staphylococcus lugdunensis,0.0327687686,0.0044567732
KY315825 Staphylococcus edaphicus,AB009941 Staphylococcus lugdunensis,0.0163568046,0.0031530096
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,AB009941 Staphylococcus lugdunensis,0.0163568046,0.0031530096
MH643903 Staphylococcus pseudoxylosus,AB009941 Staphylococcus lugdunensis,0.0170444297,0.0031536013
AB233327 Staphylococcus saprophyticus subsp. bovis,AB009941 Staphylococcus lugdunensis,0.0175450186,0.0033174185
MH431939 Staphylococcus caeli,AB009941 Staphylococcus lugdunensis,0.0177403787,0.0032595498
D83374 Staphylococcus xylosus,AB009941 Staphylococcus lugdunensis,0.0186637780,0.0033581475
AF004220 Staphylococcus succinus subsp. succinus,AB009941 Staphylococcus lugdunensis,0.0204712952,0.0035207448
AJ320272 Staphylococcus casei,AB009941 Staphylococcus lugdunensis,0.0220504764,0.0037405660
AF527483 Staphylococcus equorum subsp. linens,AB009941 Staphylococcus lugdunensis,0.0232938818,0.0039683540
AB009939 Staphylococcus equorum subsp. equorum,AB009941 Staphylococcus lugdunensis,0.0218801695,0.0038721794
AJ517414 Staphylococcus nepalensis,AB009941 Staphylococcus lugdunensis,0.0224227444,0.0037186249
AB009933 Staphylococcus arlettae,AB009941 Staphylococcus lugdunensis,0.0190986755,0.0035472208
D83361 Staphylococcus cohnii subsp. cohnii,AB009941 Staphylococcus lugdunensis,0.0172330923,0.0034015084
AB009936 Staphylococcus urealyticus,AB009941 Staphylococcus lugdunensis,0.0163401299,0.0032100837
CP027846 Staphylococcus kloosii,AB009941 Staphylococcus lugdunensis,0.0211273237,0.0036933496
MW186933 Staphylococcus lloydii,AB009941 Staphylococcus lugdunensis,0.0211273237,0.0037029154
MW186934 Staphylococcus durrellii,AB009941 Staphylococcus lugdunensis,0.0197616389,0.0035866139
D83366 Staphylococcus gallinarum,AB009941 Staphylococcus lugdunensis,0.0207229419,0.0035272077
KP716705 Staphylococcus argensis_{outgroup},AB009941 Staphylococcus lugdunensis,0.0595540613,0.0072581877
AF322002 Staphylococcus pettenkoferi,AB009941 Staphylococcus lugdunensis,0.0259628150,0.0041366147
FR821777 Staphylococcus argenteus,AB009941 Staphylococcus lugdunensis,0.0232069902,0.0037135185
L36472 Staphylococcus aureus subsp. aureus,AB009941 Staphylococcus lugdunensis,0.0225163876,0.0037433399
AY727530 Staphylococcus simiae,AB009941 Staphylococcus lugdunensis,0.0179017373,0.0033410729
D83355 Staphylococcus aureus subsp. anaerobius,AB009941 Staphylococcus lugdunensis,0.0220944563,0.0037287984
MF678963 Staphylococcus schweitzeri,AB009941 Staphylococcus lugdunensis,0.0246196472,0.0041984669
OD916897 Staphylococcus roterodami,AB009941 Staphylococcus lugdunensis,0.0211337271,0.0036298090
AB009937 Staphylococcus capitis subsp. urealyticus,AB009941 Staphylococcus lugdunensis,0.0176453041,0.0032785640
L37599 Staphylococcus capitis subsp. capitis,AB009941 Staphylococcus lugdunensis,0.0186450190,0.0033608646
D83363 Staphylococcus epidermidis,AB009941 Staphylococcus lugdunensis,0.0150869002,0.0031770516
AB646616 Staphylococcus saccharolyticus,AB009941 Staphylococcus lugdunensis,0.0190187526,0.0035386464
AB009935 Staphylococcus caprae,AB009941 Staphylococcus lugdunensis,0.0169704136,0.0032539049
AB009944 Staphylococcus pasteuri,AB009941 Staphylococcus lugdunensis,0.0128721943,0.0028587009
L37603 Staphylococcus warneri,AB009941 Staphylococcus lugdunensis,0.0130841296,0.0028209115
FJ389206 Staphylococcus devriesei,AB009941 Staphylococcus lugdunensis,0.0101420497,0.0024794749
MT671558 Staphylococcus caledonicus,AB009941 Staphylococcus lugdunensis,0.0106436343,0.0031068155
AB009938 Staphylococcus delphini,JN092118 Staphylococcus petrasii subsp. jettensis,0.0254647621,0.0042021004
AJ780976 Staphylococcus pseudintermedius,JN092118 Staphylococcus petrasii subsp. jettensis,0.0261697811,0.0042851673
CAIB01000045 Staphylococcus intermedius,JN092118 Staphylococcus petrasii subsp. jettensis,0.0268908959,0.0043991912
FXUZ01000000 Staphylococcus cornubiensis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0253075252,0.0043178198
KY019172 Staphylococcus ursi,JN092118 Staphylococcus petrasii subsp. jettensis,0.0261660090,0.0042165552
X84731 Staphylococcus lutrae,JN092118 Staphylococcus petrasii subsp. jettensis,0.0263384959,0.0043844914
HM484980 Staphylococcus agnetis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0216892458,0.0038163539
CP008747 Staphylococcus hyicus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0225546750,0.0039854359
D83360 Staphylococcus chromogenes,JN092118 Staphylococcus petrasii subsp. jettensis,0.0248236243,0.0040009467
S83568 Staphylococcus schleiferi subsp. schleiferi,JN092118 Staphylococcus petrasii subsp. jettensis,0.0255941461,0.0039952865
AB009945 Staphylococcus coagulans,JN092118 Staphylococcus petrasii subsp. jettensis,0.0254647621,0.0040283619
D83364 Staphylococcus felis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0270141090,0.0042179780
MT442037 Staphylococcus canis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0179387517,0.0037735140
EU888120 Staphylococcus microti,JN092118 Staphylococcus petrasii subsp. jettensis,0.0227390095,0.0036894115
FM242137 Staphylococcus rostri,JN092118 Staphylococcus petrasii subsp. jettensis,0.0240779727,0.0038963152
FR733703 Staphylococcus muscae,JN092118 Staphylococcus petrasii subsp. jettensis,0.0190530602,0.0034830166
D83358 Staphylococcus auricularis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0212544567,0.0037364067
AB233329 Staphylococcus carnosus subsp. utilis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0301720271,0.0043636305
EU727181 Staphylococcus carnosus subsp. carnosus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0269280246,0.0040681543
Y15750 Staphylococcus condimenti,JN092118 Staphylococcus petrasii subsp. jettensis,0.0269280246,0.0040633867
Y15754 Staphylococcus piscifermentans,JN092118 Staphylococcus petrasii subsp. jettensis,0.0255125680,0.0040090137
MK121623 Staphylococcus debuckii,JN092118 Staphylococcus petrasii subsp. jettensis,0.0262096698,0.0038824086
D83373 Staphylococcus simulans,JN092118 Staphylococcus petrasii subsp. jettensis,0.0263901457,0.0042122311
EU707796 Staphylococcus massiliensis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0300544437,0.0043905074
KY315825 Staphylococcus edaphicus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0140712800,0.0030201474
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0140712800,0.0030201474
MH643903 Staphylococcus pseudoxylosus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0147802918,0.0030391362
AB233327 Staphylococcus saprophyticus subsp. bovis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0149576708,0.0031322328
MH431939 Staphylococcus caeli,JN092118 Staphylococcus petrasii subsp. jettensis,0.0140776832,0.0029859887
D83374 Staphylococcus xylosus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0162807654,0.0032287294
AF004220 Staphylococcus succinus subsp. succinus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0204982963,0.0036676984
AJ320272 Staphylococcus casei,JN092118 Staphylococcus petrasii subsp. jettensis,0.0219469014,0.0038831308
AF527483 Staphylococcus equorum subsp. linens,JN092118 Staphylococcus petrasii subsp. jettensis,0.0219408560,0.0039400923
AB009939 Staphylococcus equorum subsp. equorum,JN092118 Staphylococcus petrasii subsp. jettensis,0.0226570309,0.0039984145
AJ517414 Staphylococcus nepalensis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0244565019,0.0038982167
AB009933 Staphylococcus arlettae,JN092118 Staphylococcus petrasii subsp. jettensis,0.0197750781,0.0035864608
D83361 Staphylococcus cohnii subsp. cohnii,JN092118 Staphylococcus petrasii subsp. jettensis,0.0176984906,0.0035203938
AB009936 Staphylococcus urealyticus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0154779437,0.0031851224
CP027846 Staphylococcus kloosii,JN092118 Staphylococcus petrasii subsp. jettensis,0.0197598367,0.0035797085
MW186933 Staphylococcus lloydii,JN092118 Staphylococcus petrasii subsp. jettensis,0.0211869113,0.0036736684
MW186934 Staphylococcus durrellii,JN092118 Staphylococcus petrasii subsp. jettensis,0.0197479732,0.0035762045
D83366 Staphylococcus gallinarum,JN092118 Staphylococcus petrasii subsp. jettensis,0.0176959430,0.0033928407
KP716705 Staphylococcus argensis_{outgroup},JN092118 Staphylococcus petrasii subsp. jettensis,0.0548274518,0.0070708892
AF322002 Staphylococcus pettenkoferi,JN092118 Staphylococcus petrasii subsp. jettensis,0.0247901813,0.0040904854
FR821777 Staphylococcus argenteus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0161460701,0.0032526123
L36472 Staphylococcus aureus subsp. aureus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0161460701,0.0032871791
AY727530 Staphylococcus simiae,JN092118 Staphylococcus petrasii subsp. jettensis,0.0155265474,0.0033262623
D83355 Staphylococcus aureus subsp. anaerobius,JN092118 Staphylococcus petrasii subsp. jettensis,0.0155014556,0.0032236912
MF678963 Staphylococcus schweitzeri,JN092118 Staphylococcus petrasii subsp. jettensis,0.0157855898,0.0034467691
OD916897 Staphylococcus roterodami,JN092118 Staphylococcus petrasii subsp. jettensis,0.0154362012,0.0032109615
AB009937 Staphylococcus capitis subsp. urealyticus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0154502244,0.0030969139
L37599 Staphylococcus capitis subsp. capitis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0162710335,0.0031758340
D83363 Staphylococcus epidermidis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0133770190,0.0029835689
AB646616 Staphylococcus saccharolyticus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0175789501,0.0033570590
AB009935 Staphylococcus caprae,JN092118 Staphylococcus petrasii subsp. jettensis,0.0154594531,0.0030579838
AB009944 Staphylococcus pasteuri,JN092118 Staphylococcus petrasii subsp. jettensis,0.0133286894,0.0030024142
L37603 Staphylococcus warneri,JN092118 Staphylococcus petrasii subsp. jettensis,0.0155529607,0.0033256654
FJ389206 Staphylococcus devriesei,JN092118 Staphylococcus petrasii subsp. jettensis,0.0112051528,0.0027043447
MT671558 Staphylococcus caledonicus,JN092118 Staphylococcus petrasii subsp. jettensis,0.0116570586,0.0031411703
AB009941 Staphylococcus lugdunensis,JN092118 Staphylococcus petrasii subsp. jettensis,0.0112086287,0.0027365827
AB009938 Staphylococcus delphini,JX139845 Staphylococcus petrasii subsp. petrasii,0.0263035757,0.0041836598
AJ780976 Staphylococcus pseudintermedius,JX139845 Staphylococcus petrasii subsp. petrasii,0.0269226785,0.0044585252
CAIB01000045 Staphylococcus intermedius,JX139845 Staphylococcus petrasii subsp. petrasii,0.0262228872,0.0043392597
FXUZ01000000 Staphylococcus cornubiensis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0238096218,0.0041674795
KY019172 Staphylococcus ursi,JX139845 Staphylococcus petrasii subsp. petrasii,0.0255164262,0.0041471077
X84731 Staphylococcus lutrae,JX139845 Staphylococcus petrasii subsp. petrasii,0.0255562655,0.0042729468
HM484980 Staphylococcus agnetis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0216423082,0.0038856158
CP008747 Staphylococcus hyicus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0219965713,0.0039546073
D83360 Staphylococcus chromogenes,JX139845 Staphylococcus petrasii subsp. petrasii,0.0241555083,0.0039379743
S83568 Staphylococcus schleiferi subsp. schleiferi,JX139845 Staphylococcus petrasii subsp. petrasii,0.0248349632,0.0039358692
AB009945 Staphylococcus coagulans,JX139845 Staphylococcus petrasii subsp. petrasii,0.0249011440,0.0040035664
D83364 Staphylococcus felis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0262853819,0.0041256346
MT442037 Staphylococcus canis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0164857451,0.0035935010
EU888120 Staphylococcus microti,JX139845 Staphylococcus petrasii subsp. petrasii,0.0213675935,0.0035249111
FM242137 Staphylococcus rostri,JX139845 Staphylococcus petrasii subsp. petrasii,0.0234077056,0.0038603760
FR733703 Staphylococcus muscae,JX139845 Staphylococcus petrasii subsp. petrasii,0.0178864145,0.0033550663
D83358 Staphylococcus auricularis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0213801457,0.0036724239
AB233329 Staphylococcus carnosus subsp. utilis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0295813591,0.0043146493
EU727181 Staphylococcus carnosus subsp. carnosus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0262618832,0.0039774871
Y15750 Staphylococcus condimenti,JX139845 Staphylococcus petrasii subsp. petrasii,0.0262618832,0.0039691184
Y15754 Staphylococcus piscifermentans,JX139845 Staphylococcus petrasii subsp. petrasii,0.0248814011,0.0039318104
MK121623 Staphylococcus debuckii,JX139845 Staphylococcus petrasii subsp. petrasii,0.0255615333,0.0038099795
D83373 Staphylococcus simulans,JX139845 Staphylococcus petrasii subsp. petrasii,0.0277920411,0.0043181370
EU707796 Staphylococcus massiliensis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0305679588,0.0043665644
KY315825 Staphylococcus edaphicus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0151069322,0.0031659687
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0151069322,0.0031659687
MH643903 Staphylococcus pseudoxylosus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0158319179,0.0031969736
AB233327 Staphylococcus saprophyticus subsp. bovis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0160961573,0.0032930718
MH431939 Staphylococcus caeli,JX139845 Staphylococcus petrasii subsp. petrasii,0.0151136440,0.0031565305
D83374 Staphylococcus xylosus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0172335345,0.0033443829
AF004220 Staphylococcus succinus subsp. succinus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0213837008,0.0037194645
AJ320272 Staphylococcus casei,JX139845 Staphylococcus petrasii subsp. petrasii,0.0227829629,0.0039060806
AF527483 Staphylococcus equorum subsp. linens,JX139845 Staphylococcus petrasii subsp. petrasii,0.0227925761,0.0039656763
AB009939 Staphylococcus equorum subsp. equorum,JX139845 Staphylococcus petrasii subsp. petrasii,0.0235568662,0.0040198591
AJ517414 Staphylococcus nepalensis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0237725252,0.0037803812
AB009933 Staphylococcus arlettae,JX139845 Staphylococcus petrasii subsp. petrasii,0.0193380556,0.0035384173
D83361 Staphylococcus cohnii subsp. cohnii,JX139845 Staphylococcus petrasii subsp. petrasii,0.0186142656,0.0035264851
AB009936 Staphylococcus urealyticus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0165251865,0.0032431695
CP027846 Staphylococcus kloosii,JX139845 Staphylococcus petrasii subsp. petrasii,0.0206616293,0.0036396866
MW186933 Staphylococcus lloydii,JX139845 Staphylococcus petrasii subsp. petrasii,0.0206616293,0.0036238881
MW186934 Staphylococcus durrellii,JX139845 Staphylococcus petrasii subsp. petrasii,0.0192590084,0.0035682132
D83366 Staphylococcus gallinarum,JX139845 Staphylococcus petrasii subsp. petrasii,0.0186116557,0.0035028838
KP716705 Staphylococcus argensis_{outgroup},JX139845 Staphylococcus petrasii subsp. petrasii,0.0520718914,0.0070709320
AF322002 Staphylococcus pettenkoferi,JX139845 Staphylococcus petrasii subsp. petrasii,0.0241738077,0.0039863737
FR821777 Staphylococcus argenteus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0164386937,0.0032095545
L36472 Staphylococcus aureus subsp. aureus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0171297707,0.0033163651
AY727530 Staphylococcus simiae,JX139845 Staphylococcus petrasii subsp. petrasii,0.0157598780,0.0032751049
D83355 Staphylococcus aureus subsp. anaerobius,JX139845 Staphylococcus petrasii subsp. petrasii,0.0164702416,0.0032380012
MF678963 Staphylococcus schweitzeri,JX139845 Staphylococcus petrasii subsp. petrasii,0.0165425212,0.0035166216
OD916897 Staphylococcus roterodami,JX139845 Staphylococcus petrasii subsp. petrasii,0.0157459197,0.0031754380
AB009937 Staphylococcus capitis subsp. urealyticus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0151106648,0.0030097963
L37599 Staphylococcus capitis subsp. capitis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0158669644,0.0030658872
D83363 Staphylococcus epidermidis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0123298959,0.0028493819
AB646616 Staphylococcus saccharolyticus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0164532770,0.0032293131
AB009935 Staphylococcus caprae,JX139845 Staphylococcus petrasii subsp. petrasii,0.0144270546,0.0029372263
AB009944 Staphylococcus pasteuri,JX139845 Staphylococcus petrasii subsp. petrasii,0.0130360720,0.0028941691
L37603 Staphylococcus warneri,JX139845 Staphylococcus petrasii subsp. petrasii,0.0151774451,0.0032022476
FJ389206 Staphylococcus devriesei,JX139845 Staphylococcus petrasii subsp. petrasii,0.0109296200,0.0026410718
MT671558 Staphylococcus caledonicus,JX139845 Staphylococcus petrasii subsp. petrasii,0.0117201101,0.0031832948
AB009941 Staphylococcus lugdunensis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0109628886,0.0026615848
JN092118 Staphylococcus petrasii subsp. jettensis,JX139845 Staphylococcus petrasii subsp. petrasii,0.0006976620,0.0006991127
AB009938 Staphylococcus delphini,KM873669 Staphylococcus pragensis,0.0234649991,0.0039517118
AJ780976 Staphylococcus pseudintermedius,KM873669 Staphylococcus pragensis,0.0261830698,0.0042233477
CAIB01000045 Staphylococcus intermedius,KM873669 Staphylococcus pragensis,0.0254848593,0.0041522110
FXUZ01000000 Staphylococcus cornubiensis,KM873669 Staphylococcus pragensis,0.0238526658,0.0041401920
KY019172 Staphylococcus ursi,KM873669 Staphylococcus pragensis,0.0247801985,0.0040192218
X84731 Staphylococcus lutrae,KM873669 Staphylococcus pragensis,0.0262709146,0.0042763751
HM484980 Staphylococcus agnetis,KM873669 Staphylococcus pragensis,0.0216814111,0.0038828228
CP008747 Staphylococcus hyicus,KM873669 Staphylococcus pragensis,0.0219890190,0.0039320469
D83360 Staphylococcus chromogenes,KM873669 Staphylococcus pragensis,0.0241805636,0.0039610478
S83568 Staphylococcus schleiferi subsp. schleiferi,KM873669 Staphylococcus pragensis,0.0248778977,0.0039010835
AB009945 Staphylococcus coagulans,KM873669 Staphylococcus pragensis,0.0248925668,0.0039225999
D83364 Staphylococcus felis,KM873669 Staphylococcus pragensis,0.0263127289,0.0041222395
MT442037 Staphylococcus canis,KM873669 Staphylococcus pragensis,0.0198449245,0.0039496382
EU888120 Staphylococcus microti,KM873669 Staphylococcus pragensis,0.0214044760,0.0036707250
FM242137 Staphylococcus rostri,KM873669 Staphylococcus pragensis,0.0233991657,0.0040220786
FR733703 Staphylococcus muscae,KM873669 Staphylococcus pragensis,0.0199677316,0.0036619898
D83358 Staphylococcus auricularis,KM873669 Staphylococcus pragensis,0.0220746928,0.0036140472
AB233329 Staphylococcus carnosus subsp. utilis,KM873669 Staphylococcus pragensis,0.0296336263,0.0043698375
EU727181 Staphylococcus carnosus subsp. carnosus,KM873669 Staphylococcus pragensis,0.0262528579,0.0040684793
Y15750 Staphylococcus condimenti,KM873669 Staphylococcus pragensis,0.0262528579,0.0040740032
Y15754 Staphylococcus piscifermentans,KM873669 Staphylococcus pragensis,0.0248728372,0.0040141801
MK121623 Staphylococcus debuckii,KM873669 Staphylococcus pragensis,0.0255527453,0.0039464479
D83373 Staphylococcus simulans,KM873669 Staphylococcus pragensis,0.0249729068,0.0041120092
EU707796 Staphylococcus massiliensis,KM873669 Staphylococcus pragensis,0.0292080749,0.0043461562
KY315825 Staphylococcus edaphicus,KM873669 Staphylococcus pragensis,0.0143953067,0.0030129414
AP008934 Staphylococcus saprophyticus subsp. saprophyticus,KM873669 Staphylococcus pragensis,0.0143953067,0.0030129414
MH643903 Staphylococcus pseudoxylosus,KM873669 Staphylococcus pragensis,0.0151173123,0.0030877066
AB233327 Staphylococcus saprophyticus subsp. bovis,KM873669 Staphylococcus pragensis,0.0154014541,0.0031352365
MH431939 Staphylococcus caeli,KM873669 Staphylococcus pragensis,0.0144016897,0.0030457873
D83374 Staphylococcus xylosus,KM873669 Staphylococcus pragensis,0.0165382194,0.0032508570
AF004220 Staphylococcus succinus subsp. succinus,KM873669 Staphylococcus pragensis,0.0206579389,0.0037280084
AJ320272 Staphylococcus casei,KM873669 Staphylococcus pragensis,0.0220541412,0.0039114988
AF527483 Staphylococcus equorum subsp. linens,KM873669 Staphylococcus pragensis,0.0206453007,0.0038295945
AB009939 Staphylococcus equorum subsp. equorum,KM873669 Staphylococcus pragensis,0.0214000960,0.0038674638
AJ517414 Staphylococcus nepalensis,KM873669 Staphylococcus pragensis,0.0223701934,0.0035917408
AB009933 Staphylococcus arlettae,KM873669 Staphylococcus pragensis,0.0179165368,0.0034495759
D83361 Staphylococcus cohnii subsp. cohnii,KM873669 Staphylococcus pragensis,0.0144275798,0.0030850609
AB009936 Staphylococcus urealyticus,KM873669 Staphylococcus pragensis,0.0137303636,0.0029134153
CP027846 Staphylococcus kloosii,KM873669 Staphylococcus pragensis,0.0227477656,0.0039130429
MW186933 Staphylococcus lloydii,KM873669 Staphylococcus pragensis,0.0241438546,0.0039504177
MW186934 Staphylococcus durrellii,KM873669 Staphylococcus pragensis,0.0213411692,0.0037439164
D83366 Staphylococcus gallinarum,KM873669 Staphylococcus pragensis,0.0172383669,0.0033940209
KP716705 Staphylococcus argensis_{outgroup},KM873669 Staphylococcus pragensis,0.0520576466,0.0069786582
AF322002 Staphylococcus pettenkoferi,KM873669 Staphylococcus pragensis,0.0227413811,0.0039003995
FR821777 Staphylococcus argenteus,KM873669 Staphylococcus pragensis,0.0157265765,0.0032327008
L36472 Staphylococcus aureus subsp. aureus,KM873669 Staphylococcus pragensis,0.0164162069,0.0032867460
AY727530 Staphylococcus simiae,KM873669 Staphylococcus pragensis,0.0150795948,0.0032460618
D83355 Staphylococcus aureus subsp. anaerobius,KM873669 Staphylococcus pragensis,0.0143959725,0.0031058190
MF678963 Staphylococcus schweitzeri,KM873669 Staphylococcus pragensis,0.0157607126,0.0034617300
OD916897 Staphylococcus roterodami,KM873669 Staphylococcus pragensis,0.0150353502,0.0031726364
AB009937 Staphylococcus capitis subsp. urealyticus,KM873669 Staphylococcus pragensis,0.0157999366,0.0032074998
L37599 Staphylococcus capitis subsp. capitis,KM873669 Staphylococcus pragensis,0.0165937362,0.0032581527
D83363 Staphylococcus epidermidis,KM873669 Staphylococcus pragensis,0.0144171507,0.0031425993
AB646616 Staphylococcus saccharolyticus,KM873669 Staphylococcus pragensis,0.0185260738,0.0034439261
AB009935 Staphylococcus caprae,KM873669 Staphylococcus pragensis,0.0165024623,0.0032000573
AB009944 Staphylococcus pasteuri,KM873669 Staphylococcus pragensis,0.0164928191,0.0032432315
L37603 Staphylococcus warneri,KM873669 Staphylococcus pragensis,0.0186954359,0.0035230668
FJ389206 Staphylococcus devriesei,KM873669 Staphylococcus pragensis,0.0122878136,0.0025789137
MT671558 Staphylococcus caledonicus,KM873669 Staphylococcus pragensis,0.0126145151,0.0031282606
AB009941 Staphylococcus lugdunensis,KM873669 Staphylococcus pragensis,0.0116362942,0.0026393802
JN092118 Staphylococcus petrasii subsp. jettensis,KM873669 Staphylococcus pragensis,0.0034926522,0.0016113692
JX139845 Staphylococcus petrasii subsp. petrasii,KM873669 Staphylococcus pragensis,0.0047601930,0.0017528125
AB009938 Staphylococcus delphini,AY953148 Staphylococcus croceilyticus,0.0245949385,0.0039977745
AJ780976 Staphylococcus pseudintermedius,AY953148 Staphylococcus croceilyticus,0.0284366941,0.0043398994
CAIB01000045 Staphylococcus intermedius,AY953148 Staphylococcus croceilyticus,0.0259897758,0.0041044476
FXUZ01000000 Staphylococcus cornubiensis,AY953148 Staphylococcus croceilyticus,0.0245056722,0.0041040246
KY019172 Staphylococcus ursi,AY953148 Staphylococcus croceilyticus,0.0250573732,0.0039283821
X84731 Staphylococcus lutrae,AY953148 Staphylococcus croceilyticus,0.0256884997,0.0041808651
HM484980 Staphylococcus agnetis,AY953148 Staphylococcus croceilyticus,0.0231477495,0.0039667244
CP008747 Staphylococcus hyicus,AY953148 Staphylococcus croceilyticus,0.0223828738,0.0038548566
D83360 Staphylococcus chromogenes,AY953148 Staphylococcus croceilyticus,0.0255844041,0.0040183928
S83568 Staphylococcus schleiferi subsp. schleiferi,AY953148 Staphylococcus croceilyticus,0.0254723244,0.0038419875
AB009945 Staphylococcus coagulans,AY953148 Staphylococcus croceilyticus,0.0260102329,0.0039478074
D83364 Staphylococcus felis,AY953148 Staphylococcus croceilyticus,0.0277216178,0.0042326607
